Date,NYCA,NYC,LI,G-J
2021-11-30,49.82591350397176,57.1027600554785,61.07070735090153,56.51421636615811
2021-12-31,42.25970552297165,47.28817204301075,60.84712365591398,47.00310819892473
2022-01-31,119.6506243890518,138.43944892473118,142.371061827957,135.26441532258065
2022-02-28,82.54721185064935,94.62345238095239,107.60561011904763,93.21707961309525
2022-03-31,49.775808148782566,59.22530282637955,69.37558546433378,59.381541049798116
2022-04-30,51.731332070707076,64.879625,72.91118055555556,64.64252430555555
2022-05-31,59.46202590420332,78.57655913978495,97.57555107526882,78.08825268817203
2022-06-30,67.74493813131312,75.72388888888888,93.00908333333332,74.98761111111111
2022-07-31,84.74088954056697,93.58688172043011,112.11021505376344,91.98197580645163
2022-08-31,96.22861681329422,104.0958064516129,115.60159946236558,102.46026209677419
2022-09-30,70.97513636363637,79.96238888888888,82.15266666666666,78.21964583333333
2022-10-31,49.43363758553275,56.75770161290323,62.39442204301075,54.93784946236559
2022-11-30,45.593604841760175,57.91500693481276,67.13748959778086,57.63437933425798
2022-12-31,94.1122666177908,108.5736559139785,120.00696236559139,108.03598454301074
2023-01-31,39.41864736070381,42.774274193548386,52.135416666666664,42.571602822580644
2023-02-28,45.733993506493505,51.8369494047619,65.88665178571429,51.64467633928571
2023-03-31,28.351318977119785,33.97734858681023,38.68518169582772,33.88152759084792
2023-04-30,25.71737752525253,30.301555555555556,31.19736111111111,30.119243055555554
2023-05-31,21.988491161616164,25.686944444444446,28.93023148148148,25.463605324074077
